CaseSize,Recommended,Governoratename,long,lat
2,No,Irbid,35.8526,32.5491
10,No,Irbid,35.9136,32.5415
1,Yes,Ajlun,35.6688,32.3584
8,Yes,Irbid,35.9105,32.5352
4,Yes,Mafraq,36.3846,32.2929
2,Yes,Jarash,35.8967,32.2749
2,Yes,Irbid,35.8620,32.5481
1,Yes,Irbid,36.0123,32.5589
6,No,Irbid,35.8582,32.5431
1,No,Irbid,35.8509,32.5380
3,No,Mafraq,36.3460,32.3818
1,No,Irbid,36.0201,32.5697
2,Yes,Irbid,35.8428,32.5630
2,Yes,Mafraq,36.1832,32.4517
3,Yes,Irbid,35.8487,32.5344
7,Yes,Irbid,35.8606,32.5755
2,No,Irbid,35.8496,32.5419
2,Yes,Irbid,35.8412,32.5669
2,Yes,Irbid,35.8512,32.5410
1,No,Irbid,35.9483,32.5694
3,Yes,Irbid,35.8413,32.5362
4,No,Ajlun,35.7501,32.3315
1,No,Irbid,35.8587,32.5817
3,No,Ajlun,35.8099,32.3599
1,No,Ajlun,35.8099,32.3599
4,No,Irbid,35.8924,32.5057
4,No,Irbid,35.8503,32.5255
1,No,Irbid,35.8997,32.5338
1,Yes,Irbid,35.8508,32.6032
1,Yes,Irbid,35.9018,32.4433
5,Yes,Irbid,35.8650,32.5556
1,No,Jarash,35.8865,32.2729
1,No,Irbid,35.8613,32.5469
4,Yes,Mafraq,36.0878,32.3676
1,No,Irbid,35.9995,32.5594
1,No,Irbid,35.8513,32.5376
3,No,Irbid,35.8629,32.5466
1,Yes,Irbid,36.0174,32.5569
1,Yes,Zarqa,36.0899,32.0666
1,No,Jarash,35.9004,32.3313
2,Yes,Zarqa,36.0899,32.0666
4,No,Irbid,35.8342,32.5829
4,Yes,Mafraq,36.5279,32.2603
1,Yes,Irbid,35.8053,32.5513
5,No,Irbid,35.8674,32.5501
1,Yes,Irbid,35.7304,32.6397
5,Yes,Irbid,35.9131,32.4150
3,No,Irbid,35.8629,32.5466
1,Yes,Irbid,35.8475,32.5317
1,No,Irbid,35.8530,32.5507
3,Yes,Irbid,35.6636,32.4389
1,Yes,Irbid,35.6854,32.5755
4,No,Irbid,35.8822,32.4778
1,Yes,Irbid,35.6881,32.4695
4,No,Irbid,35.8414,32.5558
1,No,Irbid,35.8499,32.5371
3,Yes,Mafraq,36.2103,32.3392
3,Yes,Irbid,35.8475,32.5641
3,No,Irbid,35.8935,32.5257
3,No,Irbid,35.9082,32.4181
1,Yes,Irbid,35.8465,32.5219
8,No,Irbid,36.0329,32.5865
1,No,Irbid,36.0329,32.5865
1,Yes,Irbid,36.0069,32.5630
6,No,Irbid,35.8813,32.5966
3,Yes,Irbid,35.6867,32.4959
3,Yes,Irbid,35.8448,32.5528
4,Yes,Irbid,35.8448,32.5528
1,No,Irbid,35.8104,32.6764
6,Yes,Irbid,35.8580,32.5692
2,Yes,Irbid,35.9971,32.5280
1,Yes,Irbid,36.0135,32.5623
2,Yes,Irbid,35.7279,32.4771
5,Yes,Irbid,35.9913,32.6257
5,Yes,Ajlun,35.5970,32.2781
2,Yes,Irbid,35.7279,32.4771
1,Yes,Irbid,35.9327,32.6869
2,Yes,Jarash,35.8480,32.2908
4,Yes,Irbid,35.8357,32.5373
1,Yes,Mafraq,36.1904,32.4524
5,Yes,Irbid,35.8629,32.5901
3,Yes,Irbid,35.8563,32.5235
1,Yes,Irbid,35.8497,32.5375
4,Yes,Irbid,36.0063,32.5598
6,No,Irbid,35.8832,32.6609
5,Yes,Irbid,35.8525,32.5999
6,Yes,Mafraq,36.4636,32.3607
1,Yes,Irbid,35.8423,32.5409
1,No,Irbid,35.8677,32.5517
2,Yes,Ajlun,35.7802,32.3111
1,Yes,Irbid,35.6845,32.4982
6,Yes,Irbid,35.7116,32.5138
8,Yes,Mafraq,36.2978,32.1688
6,No,Mafraq,36.4649,32.3602
1,Yes,Irbid,35.8563,32.5978
4,No,Irbid,35.8542,32.5429
1,Yes,Irbid,35.8490,32.5333
1,No,Irbid,35.8522,32.5446
11,Yes,Irbid,35.5978,32.2564
1,No,Irbid,35.8595,32.5465
3,Yes,Irbid,35.7995,32.4800
1,No,Ajlun,35.6945,32.3625
6,Yes,Irbid,35.8416,32.5473
1,Yes,Irbid,35.8526,32.5258
1,No,Ajlun,35.6945,32.3625
2,No,Irbid,35.8517,32.5446
6,No,Irbid,35.8517,32.5446
1,No,Irbid,35.9987,32.5646
2,No,Irbid,35.8517,32.5446
5,Yes,Irbid,35.8576,32.5434
1,Yes,Irbid,35.9143,32.4749
1,Yes,Irbid,35.8767,32.5541
1,Yes,Irbid,35.7360,32.5984
2,No,Irbid,35.8353,32.5745
2,Yes,Jarash,35.8991,32.2715
5,Yes,Zarqa,36.0931,32.0692
5,No,Amman,35.8106,31.7993
7,Yes,Mafraq,36.3632,32.2718
5,No,Irbid,35.8528,32.5588
4,Yes,Mafraq,36.3632,32.2718
7,Yes,Mafraq,36.2063,32.3250
1,No,Irbid,35.6974,32.5680
1,No,Irbid,36.0005,32.5640
7,Yes,Balqa,35.6219,32.1884
1,No,Ajlun,35.7013,32.2975
2,Yes,Irbid,35.9328,32.5175
2,Yes,Irbid,35.8566,32.5698
1,Yes,Irbid,36.0592,32.4731
2,No,Amman,35.9695,31.9941
4,No,Irbid,35.8731,32.5475
1,No,Jarash,35.8851,32.2858
2,No,Irbid,35.8447,32.5517
2,No,Amman,35.9695,31.9941
4,No,Irbid,35.8680,32.5359
3,No,Amman,35.9695,31.9941
1,No,Irbid,35.8499,32.5371
8,Yes,Irbid,35.8157,32.5205
3,Yes,Jarash,35.8993,32.2812
1,No,Irbid,35.7089,32.4050
3,Yes,Jarash,35.8816,32.3586
3,Yes,Irbid,35.8714,32.5349
6,No,Irbid,35.8626,32.5399
6,Yes,Ajlun,35.8043,32.3608
1,No,Irbid,35.6828,32.5062
1,No,Irbid,35.8527,32.5311
8,No,Irbid,35.8453,32.5500
1,No,Irbid,36.0109,32.5577
6,Yes,Irbid,35.8629,32.5901
,Yes,Irbid,35.7152,32.5960
2,Yes,Irbid,35.8502,32.5622
1,No,Irbid,35.8447,32.5427
4,Yes,Irbid,35.9913,32.6257
1,Yes,Irbid,35.8823,32.5511
1,Yes,Irbid,35.8473,32.5381
1,No,Irbid,35.8453,32.5535
1,No,Irbid,36.0113,32.5666
1,Yes,Irbid,35.8552,32.5460
3,No,Irbid,35.9028,32.4742
4,No,Irbid,35.9389,32.6096
1,Yes,Irbid,35.8426,32.5302
1,Yes,Irbid,35.8445,32.6913
8,Yes,Irbid,35.8464,32.5625
1,No,Jarash,35.8956,32.2789
2,Yes,Jarash,35.8961,32.2772
2,No,Irbid,35.8378,32.5667
2,Yes,Irbid,36.0177,32.5694
1,Yes,Irbid,35.8149,32.5506
2,No,Irbid,35.7467,32.5343
1,No,Irbid,35.8515,32.5353
4,No,Irbid,35.9118,32.5338
2,Yes,Irbid,35.8940,32.5038
1,No,Zarqa,36.0731,32.1318
1,Yes,Irbid,35.9911,32.6179
3,Yes,Irbid,35.7996,32.6562
4,Yes,Irbid,35.9890,32.6402
3,,Jarash,35.8396,32.3121
5,Yes,Irbid,35.7706,32.7004
2,Yes,Irbid,35.8622,32.5485
4,No,Irbid,35.9213,32.4329
1,Yes,Irbid,35.7966,32.6057
3,Yes,Irbid,35.7209,32.5206
2,No,Irbid,35.8638,32.5148
3,Yes,Irbid,35.8497,32.5375
1,,Irbid,35.7786,32.6438
4,Yes,Mafraq,36.1971,32.4719
1,Yes,Irbid,36.0084,32.5538
2,No,Irbid,36.0115,32.5613
4,No,Irbid,35.7966,32.6057
1,No,Irbid,35.8690,32.5735
1,No,Balqa,35.7400,31.9550
1,Yes,Irbid,35.7309,32.5354
3,No,Irbid,35.8378,32.5393
4,No,Ajlun,35.8469,32.3706
1,Yes,Irbid,35.8473,32.5368
3,Yes,Irbid,35.8152,32.5590
3,No,Ajlun,35.8467,32.3708
,Yes,Irbid,35.8390,32.6037
1,No,Irbid,35.8448,32.5520
1,Yes,Irbid,35.9383,32.6098
4,No,Irbid,35.8614,32.5677
4,No,Irbid,35.8470,32.5369
1,No,Irbid,36.0098,32.5559
3,No,Irbid,35.8378,32.5393
2,Yes,Jarash,35.8447,32.3098
7,Yes,Jarash,35.8447,32.3098
4,No,Irbid,35.8660,32.5364
1,Yes,Jarash,35.8447,32.3098
1,No,Irbid,35.8448,32.5520
1,No,Jarash,35.8934,32.2518
1,No,Irbid,36.0076,32.5471
1,No,Jarash,35.8934,32.2518
5,No,Irbid,35.7309,32.5354
1,Yes,Irbid,35.8477,32.5670
6,No,Irbid,35.8715,32.5500
7,No,Irbid,36.0426,32.5347
3,Yes,Irbid,35.8494,32.5381
4,Yes,Irbid,35.8486,32.5381
1,Yes,Irbid,35.9948,32.5684
2,Yes,Jarash,35.8929,32.3248
5,Yes,Irbid,35.8282,32.6533
1,Yes,Irbid,35.8282,32.6520
1,Yes,Irbid,36.0086,32.5609
2,Yes,Irbid,35.8494,32.5328
1,Yes,Balqa,35.8517,32.1120
2,Yes,Irbid,35.8664,32.5357
1,No,Irbid,35.8435,32.5498
6,Yes,Irbid,35.8491,32.5371
9,Yes,Irbid,35.8589,32.5085
1,Yes,Irbid,35.8543,32.5298
3,No,Balqa,35.8517,32.1120
2,No,Irbid,35.8664,32.5491
3,Yes,Irbid,35.8664,32.5491
1,Yes,Irbid,35.8432,32.5344
4,Yes,Irbid,35.8514,32.5376
6,Yes,Irbid,35.8479,32.5344
4,No,Irbid,35.8530,32.5310
8,Yes,Irbid,36.0064,32.5572
3,No,Irbid,35.8448,32.5517
1,Yes,Irbid,35.9137,32.4224
2,No,Irbid,35.8522,32.5447
1,No,Irbid,35.8531,32.5303
4,Yes,Jarash,35.8929,32.3248
1,No,Irbid,35.8573,32.5469
1,No,Irbid,35.5904,32.2627
1,No,Irbid,35.8688,32.5378
1,No,Irbid,36.0217,32.5658
3,Yes,Mafraq,36.3293,32.3651
6,Yes,Irbid,35.9908,32.6242
3,Yes,Irbid,35.8404,32.5338
1,No,Balqa,35.8307,32.0586
1,No,Irbid,35.8625,32.5585
6,No,Irbid,35.8697,32.5406
5,No,Irbid,35.8395,32.5391
6,Yes,Mafraq,36.1820,32.3535
1,No,Irbid,35.8729,32.5700
1,Yes,Irbid,35.8494,32.5524
1,No,Amman,35.9695,31.9941
1,No,Irbid,35.8375,32.5388
5,Yes,Irbid,35.8922,32.5078
1,Yes,Irbid,35.8785,32.5756
1,No,Irbid,35.8494,32.5524
1,No,Irbid,36.0237,32.5610
1,Yes,Irbid,36.0198,32.5654
1,No,Irbid,35.7166,32.5915
2,No,Irbid,35.8501,32.5374
2,Yes,Ajlun,35.8123,32.3642
1,Yes,Ajlun,35.7972,32.3584
3,Yes,Mafraq,36.2009,32.3400
8,Yes,Irbid,36.0284,32.5641
10,Yes,Jarash,35.9380,32.3927
3,,Irbid,35.8479,32.5637
1,Yes,Ajlun,35.7972,32.3534
8,Yes,Irbid,35.8596,32.5179
1,Yes,Irbid,35.8603,32.5547
1,No,Irbid,35.8322,32.5662
,Yes,Irbid,35.8740,32.5912
2,Yes,Irbid,35.8531,32.5622
6,Yes,Irbid,35.8531,32.5622
,Yes,Irbid,35.8315,32.5656
2,Yes,Irbid,35.8537,32.5474
7,Yes,Irbid,35.8571,32.5486
1,Yes,Irbid,35.8531,32.5622
1,No,Ajlun,35.7411,32.3288
1,Yes,Irbid,35.8537,32.5474
2,No,Irbid,35.8573,32.5461
1,No,Irbid,35.8557,32.5485
1,No,Irbid,35.8571,32.5460
4,Yes,Irbid,35.8556,32.5658
2,No,Irbid,35.8571,32.5460
1,Yes,Irbid,35.8650,32.5555
1,Yes,Irbid,35.6980,32.5890
5,Yes,Amman,35.9946,31.8995
2,No,Irbid,35.8513,32.5367
2,No,Ajlun,35.8549,32.3962
2,No,Irbid,35.8721,32.5431
1,Yes,Irbid,35.9031,32.6291
1,Yes,Ajlun,35.7483,32.3034
4,No,Irbid,35.8469,32.5519
4,No,Irbid,35.8254,32.5512
9,Yes,Ajlun,35.6000,32.2754
1,No,Irbid,35.8473,32.5566
2,Yes,Irbid,35.8606,32.5718
3,Yes,Irbid,35.8718,32.5499
1,Yes,Irbid,35.8650,32.5555
1,No,Irbid,35.8454,32.5525
2,No,Irbid,35.7169,32.5886
2,Yes,Irbid,35.9113,32.5655
1,Yes,Mafraq,36.0862,32.2463
5,No,Irbid,35.8557,32.5485
1,Yes,Zarqa,36.0980,32.0744
1,No,Irbid,35.8372,32.5516
1,Yes,Irbid,35.8481,32.5357
1,No,Irbid,35.9217,32.5722
7,Yes,Mafraq,36.2787,32.1399
1,Yes,Irbid,35.8704,32.5725
1,No,Irbid,35.7404,32.5166
1,No,Irbid,35.8786,32.4810
1,No,Irbid,35.9179,32.5925
1,Yes,Irbid,35.9167,32.5704
1,No,Irbid,35.9085,32.5281
1,No,Irbid,35.7989,32.5415
7,Yes,Irbid,35.8428,32.5353
1,No,Irbid,35.9167,32.5704
4,No,Irbid,36.0195,32.5532
8,Yes,Jarash,35.8877,32.2848
1,Yes,Irbid,35.8443,32.5352
1,No,Irbid,36.0195,32.5532
1,Yes,Irbid,35.8484,32.5413
3,Yes,Irbid,35.8524,32.5290
1,Yes,Irbid,35.8495,32.5376
5,Yes,Irbid,35.9889,32.6403
1,No,Irbid,35.7989,32.5415
1,Yes,Irbid,35.8513,32.5414
1,No,Irbid,36.0195,32.5532
5,Yes,Irbid,36.0195,32.5524
5,Yes,Irbid,36.0074,32.5595
6,Yes,Irbid,35.7460,32.5307
1,Yes,Irbid,36.0097,32.5605
5,Yes,Irbid,36.0097,32.5605
3,Yes,Irbid,36.0211,32.5705
10,Yes,Balqa,35.5834,31.9322
1,No,Irbid,35.8484,32.5487
3,Yes,Balqa,35.5832,31.9332
6,No,Balqa,35.6161,31.9313
6,Yes,Irbid,36.0062,32.5625
1,Yes,Irbid,35.9969,32.5647
2,Yes,Mafraq,36.3140,32.3175
3,Yes,Irbid,36.0235,32.5597
5,Yes,Ajlun,35.8453,32.4012
3,Yes,Irbid,35.8509,32.5369
1,Yes,Jarash,35.7855,32.2202
2,Yes,Ajlun,35.8153,32.3594
1,No,Irbid,35.8549,32.5462
1,No,Irbid,35.8478,32.5482
1,No,Irbid,35.9036,32.5576
1,Yes,Irbid,35.8586,32.5636
1,No,Irbid,35.8754,32.5497
1,Yes,Irbid,35.7414,32.5650
8,Yes,Irbid,35.9911,32.6406
1,Yes,Irbid,35.8357,32.5405
3,No,Ajlun,35.7589,32.3084
6,No,Irbid,36.0183,32.5682
1,Yes,Irbid,35.8357,32.6739
4,No,Irbid,35.8995,32.5610
1,Yes,Mafraq,36.3893,32.2917
3,No,Irbid,35.8632,32.5939
1,Yes,Irbid,35.9019,32.5655
1,No,Irbid,35.8595,32.5464
3,Yes,Irbid,35.7412,32.5637
6,Yes,Irbid,35.8538,32.5432
6,Yes,Irbid,35.8243,32.5758
5,Yes,Zarqa,36.1070,32.1025
6,No,Irbid,35.8910,32.5013
2,No,Irbid,35.8361,32.5400
4,No,Irbid,35.8430,32.5647
3,Yes,Irbid,35.8788,32.6524
1,Yes,Mafraq,36.3928,32.2917
4,Yes,Irbid,35.8322,32.5504
1,No,Irbid,35.8431,32.5347
7,Yes,Irbid,35.6858,32.5045
3,No,Irbid,35.8477,32.5275
1,No,Irbid,35.8556,32.5534
1,No,Irbid,35.8910,32.5062
4,Yes,Mafraq,36.0857,32.3722
1,No,Irbid,35.8507,32.5378
1,Yes,Irbid,35.6862,32.5002
1,No,Ajlun,35.7584,32.4006
7,Yes,Irbid,35.8539,32.5647
1,No,Ajlun,35.6683,32.3649
3,Yes,Irbid,36.0069,32.5688
1,Yes,Irbid,35.8629,32.5900
2,Yes,Irbid,35.8495,32.5207
1,Yes,Irbid,35.7767,32.5654
3,No,Ajlun,35.6824,32.3357
2,Yes,Ajlun,35.8071,32.3611
6,No,Irbid,35.8390,32.6347
1,No,Irbid,35.8390,32.6347
1,Yes,Irbid,35.8005,32.6544
1,Yes,Irbid,35.8541,32.5695
1,,Irbid,35.8767,32.5541
2,Yes,Madaba,35.8175,31.7285
7,Yes,Mafraq,36.3556,32.2987
4,Yes,Irbid,35.8615,32.5215
7,Yes,Jarash,35.8443,32.3078
1,No,Irbid,35.8120,32.4920
1,No,Irbid,35.8690,32.5433
2,Yes,Ajlun,35.7588,32.3984
1,No,Irbid,35.9845,32.5491
1,No,Irbid,35.8120,32.4920
1,Yes,Irbid,36.0127,32.5554
3,No,Irbid,36.0052,32.5705
1,Yes,Irbid,36.0127,32.5554
1,Yes,Irbid,35.8494,32.5524
1,Yes,Mafraq,36.3220,32.4141
4,Yes,Irbid,35.6055,32.5722
2,No,Amman,35.8621,31.8227
3,No,Mafraq,36.4509,32.3627
4,Yes,Irbid,35.8832,32.6609
2,Yes,Irbid,35.8599,32.5464
,Yes,Irbid,35.8540,32.5695
1,Yes,Irbid,35.8575,32.5526
1,Yes,Irbid,35.8673,32.5502
3,Yes,Irbid,35.8530,32.5310
2,Yes,Irbid,35.8497,32.5322
1,Yes,Irbid,35.8904,32.5418
1,No,Amman,35.9048,31.9907
6,No,Mafraq,36.0089,32.3873
4,Yes,Irbid,35.8582,32.5431
4,Yes,Irbid,35.8583,32.5428
1,Yes,Irbid,35.8476,32.5324
1,Yes,Irbid,35.8541,32.5695
1,No,Jarash,35.9901,32.3598
4,Yes,Irbid,36.0169,32.5619
3,Yes,Irbid,36.0086,32.5688
1,Yes,Irbid,35.8575,32.5526
2,Yes,Irbid,35.8440,32.5415
1,Yes,Irbid,35.8554,32.5338
2,Yes,Jarash,35.8968,32.2783
1,Yes,Irbid,35.8541,32.5695
1,Yes,Irbid,35.8541,32.5695
1,Yes,Irbid,35.8528,32.5588
1,Yes,Irbid,35.8529,32.5579
1,Yes,Irbid,35.9407,32.6393
1,No,Irbid,35.8529,32.6412
1,No,Irbid,36.0139,32.5673
3,Yes,Irbid,35.8541,32.5695
1,No,Amman,35.8438,31.9423
3,Yes,Irbid,35.7135,32.5899
1,Yes,Irbid,35.8554,32.5338
1,No,Irbid,36.0127,32.5633
1,Yes,Irbid,35.8521,32.5234
1,No,Jarash,35.9012,32.2760
3,Yes,Irbid,35.8804,32.5457
1,Yes,Irbid,35.8959,32.4713
1,Yes,Irbid,36.0231,32.5019
1,Yes,Irbid,36.0100,32.5596
7,No,Balqa,35.5919,32.0616
8,Yes,Ajlun,35.6001,32.2753
4,Yes,Irbid,35.8464,32.5410
2,No,Irbid,35.8503,32.5313
6,No,Irbid,35.8749,32.5870
4,Yes,Irbid,35.9393,32.6099
2,Yes,Irbid,35.7789,32.6462
5,Yes,Irbid,35.9393,32.6099
2,Yes,Irbid,35.9181,32.5925
5,Yes,Irbid,35.8528,32.5932
2,No,Irbid,35.8497,32.5375
5,Yes,Irbid,35.9310,32.6040
1,Yes,Irbid,35.8497,32.5375
2,Yes,Ajlun,35.7501,32.3307
3,,Irbid,35.9987,32.5690
4,Yes,Irbid,35.8494,32.5328
2,Yes,Irbid,35.9987,32.5690
8,Yes,Irbid,35.8496,32.5374
3,Yes,Irbid,35.8494,32.5349
5,Yes,Irbid,35.8657,32.5277
1,Yes,Irbid,35.8576,32.5603
4,Yes,Irbid,35.8490,32.5393
4,Yes,Irbid,35.8577,32.5267
4,,Irbid,35.8725,32.5390
4,Yes,Irbid,35.9997,32.5637
1,Yes,Irbid,35.8836,32.5908
5,Yes,Irbid,35.5874,32.3207
2,Yes,Irbid,36.0163,32.5632
7,Yes,Irbid,35.6867,32.5780
5,Yes,Irbid,35.8941,32.5092
2,Yes,Irbid,35.8441,32.5350
1,Yes,Irbid,35.7042,32.5840
5,Yes,Irbid,36.0163,32.5632
1,Yes,Irbid,35.8550,32.5494
1,Yes,Irbid,35.8550,32.5494
2,Yes,Irbid,35.8606,32.5547
1,No,Irbid,35.9127,32.4167
1,No,Irbid,35.9229,32.6475
1,No,Irbid,35.9918,32.5196
2,No,Irbid,35.9127,32.4167
1,Yes,Irbid,36.0021,32.6416
3,Yes,Irbid,35.9021,32.5097
1,No,Irbid,36.0020,32.5648
2,Yes,Irbid,35.9918,32.5196
3,No,Ajlun,35.7322,32.3946
2,Yes,Irbid,35.8772,32.5894
5,Yes,Irbid,35.8035,32.5441
1,Yes,Irbid,35.8481,32.5482
3,Yes,Irbid,35.8481,32.5482
5,Yes,Irbid,35.8904,32.5129
1,No,Irbid,35.8568,32.5461
1,No,Irbid,35.8238,32.5600
1,Yes,Irbid,35.8500,32.5739
1,No,Ajlun,35.7499,32.3320
5,No,Ajlun,35.7499,32.3320
5,,Irbid,35.9850,32.6355
5,Yes,Irbid,35.8483,32.5322
1,Yes,Mafraq,36.0827,32.3319
5,Yes,Irbid,36.0189,32.5618
1,Yes,Irbid,35.7878,32.5150
1,Yes,Irbid,35.8922,32.6621
3,Yes,Balqa,35.5806,31.9397
2,Yes,Irbid,35.8376,32.5269
1,Yes,Irbid,35.6796,32.5081
1,Yes,Irbid,35.6796,32.5081
2,No,Irbid,35.8520,32.5573
7,Yes,Irbid,35.8564,32.5715
2,No,Irbid,35.8370,32.5565
3,Yes,Ajlun,35.8113,32.4054
1,Yes,Irbid,35.8778,32.6437
6,Yes,Irbid,36.0117,32.5640
,Yes,Irbid,35.7527,32.5164
3,Yes,Irbid,35.9388,32.5437
1,Yes,Zarqa,36.0444,32.0673
2,No,Irbid,35.7124,32.5437
3,Yes,Irbid,35.6852,32.4982
4,Yes,Irbid,35.7694,32.5164
3,Yes,Irbid,35.6845,32.4982
3,Yes,Irbid,35.7104,32.5899
7,Yes,Ajlun,35.7532,32.3377
1,Yes,Irbid,35.8327,32.5677
1,No,Jarash,35.8386,32.2773
1,No,Irbid,35.8327,32.5677
1,No,Jarash,35.8386,32.2773
3,No,Ajlun,35.6012,32.2739
1,No,Ajlun,35.6158,32.2744
2,Yes,Ajlun,35.6012,32.2739
1,No,Jarash,35.8967,32.2815
1,Yes,Ajlun,35.6016,32.2743
1,Yes,Irbid,35.8832,32.6609
5,Yes,Amman,35.8776,32.0577
1,Yes,Ajlun,35.6007,32.2738
3,No,Ajlun,35.6012,32.2739
,Yes,Irbid,35.8660,32.5364
6,Yes,Irbid,35.9910,32.6406
2,No,Jarash,35.8966,32.2451
1,No,Ajlun,35.8126,32.3639
4,No,Irbid,35.8448,32.5523
4,Yes,Irbid,35.8447,32.5428
1,No,Irbid,35.9012,32.5415
1,No,Irbid,35.8576,32.5475
1,Yes,Irbid,35.7473,32.6576
2,Yes,Irbid,36.0113,32.5517
2,Yes,Irbid,36.0097,32.5605
1,Yes,Irbid,35.8026,32.5471
5,Yes,Irbid,35.8371,32.5618
1,Yes,Irbid,36.0202,32.5723
1,No,Irbid,35.8406,32.5338
5,Yes,Irbid,35.9085,32.5330
3,Yes,Irbid,35.7789,32.6462
1,No,Irbid,35.8554,32.5478
7,Yes,Irbid,35.9127,32.5727
1,Yes,Irbid,35.9413,32.6416
4,No,Irbid,35.8296,32.4481
4,Yes,Irbid,35.8292,32.5658
5,Yes,Irbid,35.8497,32.5375
3,Yes,Irbid,36.0163,32.5632
1,No,Irbid,35.8502,32.5359
1,Yes,Irbid,35.8594,32.5593
3,No,Jarash,35.8994,32.2765
3,Yes,Irbid,35.8609,32.5846
2,Yes,Irbid,36.0178,32.5724
1,No,Irbid,35.8571,32.5550
1,Yes,Irbid,35.7510,32.5969
1,Yes,Irbid,36.0130,32.5572
3,No,Irbid,35.9078,32.5398
1,No,Irbid,35.8571,32.5550
2,Yes,Irbid,35.9082,32.4181
5,No,Irbid,35.9981,32.5638
1,No,Irbid,35.8478,32.5545
3,Yes,Irbid,35.8921,32.4981
1,Yes,Irbid,35.8860,32.4761
1,No,Mafraq,36.1402,32.4247
,Yes,Irbid,35.8490,32.5286
5,No,Irbid,35.8371,32.5619
8,Yes,Irbid,35.8189,32.6656
5,Yes,Irbid,35.8297,32.5526
5,Yes,Irbid,35.8180,32.5462
1,Yes,Irbid,35.9429,32.6445
1,Yes,Irbid,35.8832,32.6609
2,Yes,Amman,35.9265,31.9303
2,Yes,Irbid,35.8485,32.5539
4,No,Balqa,35.8338,32.0571
1,Yes,Irbid,35.8582,32.5331
3,Yes,Irbid,35.8515,32.5535
4,No,Irbid,35.8576,32.5475
7,Yes,Irbid,35.8503,32.6470
1,No,Irbid,35.8576,32.5475
1,No,Irbid,35.7089,32.4050
1,Yes,Irbid,35.8582,32.5331
1,Yes,Ajlun,35.7630,32.3130
1,Yes,Irbid,35.8650,32.5555
4,No,Irbid,35.8567,32.5472
1,No,Irbid,35.9697,32.5371
2,No,Irbid,36.0355,32.4870
1,Yes,Irbid,35.9200,32.5214
1,Yes,Irbid,35.7965,32.6772
1,Yes,Irbid,35.7784,32.5580
1,Yes,Irbid,35.7965,32.6772
5,No,Irbid,36.0106,32.5613
1,No,Irbid,35.8414,32.4802
2,Yes,Irbid,35.9121,32.5328
1,No,Irbid,36.0106,32.5613
1,No,Irbid,35.8565,32.5063
1,No,Irbid,35.9079,32.5399
1,No,Irbid,35.9079,32.5399
1,No,Irbid,36.0125,32.5576
1,No,Irbid,35.8414,32.4802
4,Yes,Irbid,35.8445,32.5427
1,Yes,Jarash,35.8956,32.2792
1,Yes,Irbid,35.8161,32.5673
1,Yes,Irbid,35.8822,32.6092
1,No,Mafraq,36.1670,32.5212
1,No,Mafraq,36.1670,32.5212
1,No,Mafraq,36.1670,32.5212
1,No,Mafraq,36.1670,32.5212
2,No,Irbid,35.8597,32.5277
1,Yes,Irbid,35.9903,32.6403
2,Yes,Irbid,35.6116,32.6129
8,Yes,Irbid,35.9137,32.5279
2,Yes,Irbid,35.6116,32.6129
1,Yes,Irbid,35.8446,32.6912
1,Yes,Irbid,35.8142,32.6773
1,Yes,Irbid,35.9574,32.5130
8,Yes,Irbid,35.8142,32.6744
1,No,Irbid,35.8528,32.5310
1,Yes,Irbid,35.9389,32.6054
1,No,Irbid,35.8445,32.5427
4,Yes,Irbid,36.0136,32.5581
12,Yes,Irbid,35.7765,32.6965
1,Yes,Irbid,35.8484,32.5415
2,Yes,Jarash,35.8950,32.2811
2,No,Jarash,35.9459,32.3544
1,No,Jarash,35.9459,32.3544
3,No,Ajlun,35.7577,32.3337
5,Yes,Irbid,35.8552,32.5137
2,No,Irbid,35.8595,32.5179
1,No,Irbid,35.8595,32.5464
1,Yes,Irbid,35.8493,32.6827
7,No,Irbid,35.8391,32.5821
1,Yes,Irbid,35.8436,32.5619
6,Yes,Ajlun,35.8160,32.3615
1,No,Irbid,36.0111,32.5663
4,No,Irbid,35.8957,32.5102
1,No,Irbid,35.8957,32.5102
1,No,Irbid,35.8516,32.5391
1,Yes,Irbid,35.8594,32.5465
3,Yes,Irbid,35.8934,32.4428
1,Yes,Amman,35.8885,31.9174
1,,Amman,35.8886,31.9174
1,No,Amman,35.8834,32.0182
2,Yes,Irbid,36.0111,32.5663
1,Yes,Irbid,35.8527,32.5309
2,Yes,Irbid,36.0171,32.5522
3,Yes,Irbid,35.9815,32.5516
2,Yes,Irbid,36.0196,32.5671
1,Yes,Balqa,35.6191,32.2291
1,Yes,Ajlun,35.7551,32.3051
1,Yes,Irbid,35.8509,32.5336
2,Yes,Ajlun,35.6074,32.2517
2,Yes,Irbid,35.8509,32.5336
2,No,Balqa,35.6191,32.2291
1,,Irbid,35.7538,32.5086
5,Yes,Ajlun,35.5990,32.2734
5,Yes,Irbid,35.9849,32.5499
2,No,Ajlun,35.6004,32.2910
1,Yes,Irbid,36.0506,32.5176
4,Yes,Aqaba,35.0113,29.5529
4,Yes,Irbid,35.8969,32.5112
1,No,Irbid,35.8539,32.5568
1,No,Jarash,35.7857,32.2189
6,Yes,Irbid,36.0056,32.5452
